text,tag,intent
vietnam airlines có chuyến bay từ phú_quốc đến washington dc vào thứ tư không,B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name O,flight
"cho tôi xem tất_cả các chuyến bay vào thứ năm từ hạ_long đến cần_thơ , đến cần_thơ trước 5 giờ chiều và có phục_vụ bữa ăn",O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O B-meal I-meal,flight
bạn có chuyến bay buổi chiều nào khởi_hành vào buổi chiều đi từ bangkok đến moscow có một điểm dừng ở novosibirsk,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,flight
liệt_kê các chuyến bay không dừng từ tuy_hoà đến hạ_long sẽ đến vào thứ hai sau 5 giờ chiều,O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
loại máy_bay của vietnam airlines bay từ hạ_long đến huế trước 6 giờ chiều,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,aircraft
liệt_kê các chuyến bay từ hải_phòng đến đà_nẵng vào thứ năm ngày hai_mươi tư tháng sáu,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
có chuyến bay nào của vietjet khởi_hành từ thành_phố hồ_chí_minh không,O O O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O,flight
giá vé hạng hai cho các chuyến bay từ phú_quốc đến quy nhơn vào chiều thứ ba là bao_nhiêu,O O B-class_type I-class_type O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O,airfare
tôi muốn tìm_hiểu xem có những chuyến bay nào vào thứ_sáu ngày 11 tháng sáu từ huế đến cà_mau và sau đó từ cà_mau đi cam_ranh cảm_ơn bạn,O O O O O O O O O O B-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O O O O B-fromloc.city_name O B-toloc.city_name O O,flight
có chuyến bay thẳng nào từ hạ_long đến thành_phố vinh mà đến thành_phố vinh vào khoảng 12 giờ trưa không,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O,flight
tôi muốn xem tất_cả các chuyến bay từ thành_phố vinh đến tuy_hoà,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
thời_gian hạ_cánh ở thành_phố hồ_chí_minh của chuyến bay rời khỏi hà_nội lúc 7h55 sáng là mấy giờ,B-flight_time I-flight_time O B-toloc.city_name I-toloc.city_name O O O O O B-fromloc.city_name O B-depart_time.time I-depart_time.time O O O,flight_time
cần bao_nhiêu tiền để bay từ hạ_long đến thành_phố hồ_chí_minh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
tôi muốn một chuyến bay từ bangkok đến moscow mà tạm dừng ở dubai,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,flight
"ok , chuyến bay đó cũng được , bây_giờ chúng_tôi muốn đi vào ngày 20 tháng tư từ đà_lạt đến hà_nội trên chuyến bay một_chiều khởi_hành muộn nhất vào ban_đêm",O O O O O O O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O O O B-round_trip O B-flight_mod I-flight_mod O B-depart_time.period_of_day,flight
có chuyến bay buổi chiều từ phú_quốc đến côn_đảo vào khoảng 2 giờ chiều không,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O,flight
cho tôi biết tất_cả các chuyến bay từ phú_quốc đến hải_phòng,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay khứ_hồi từ pleiku đến thành_phố thanh_hoá,O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn biết loại máy_bay nào sẽ được sử_dụng vào sáng ngày mồng 7 tháng 7 từ cần_thơ đến hà_nội,O O O O O O O O O O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name,aircraft
các chuyến bay của jetstar từ quy nhơn đến rạch_giá,O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
vui_lòng cho tôi biết các chuyến bay từ huế đến thành_phố hồ_chí_minh vào thứ tư sau 1 giờ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
chuyến bay từ chu lai đến điện_biên_phủ,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
giá vé rẻ nhất giữa hà_nội và tehran là bao_nhiêu,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O,airfare
hiển_thị cho tôi biết tất_cả các chuyến bay hàng ngày từ cà_mau đến tuy_hoà,O O O O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi xem giá vé từ đà_nẵng đến thành_phố vinh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare
liệt_kê các chuyến bay không dừng từ đà_nẵng đến rạch_giá đến trước 6 giờ chiều,O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
bạn có_thể cho tôi biết có những chuyến bay buổi sáng nào còn trống từ cần_thơ đến huế trước 10 giờ sáng không ?,O O O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O,flight
liệt_kê các chuyến bay từ quy nhơn đến cà_mau vào buổi tối thứ_sáu,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name,flight
có những chuyến bay nào vào các ngày thứ_bảy từ pleiku đến huế,O O O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn bay trên hãng hàng_không jetstar từ đà_nẵng đến thành_phố hồ_chí_minh,O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
vui_lòng cho tôi biết các hãng hàng_không có các chuyến bay từ huế đến busan có điểm dừng ở hà_nội,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,airline
những hạn_chế hàng_không đối_với các chuyến bay từ buôn_ma_thuột đến hạ_long với giá vé 4 triệu đồng,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-fare_amount I-fare_amount I-fare_amount,restriction
phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở bengaluru,O O O O O O O B-city_name,ground_service
"tôi muốn mua một vé máy_bay từ huế đến hạ_long , tôi muốn mua vé hạng hai hoặc vé có giá rẻ nhất",O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-class_type I-class_type B-or O O O B-cost_relative I-cost_relative,airfare
các chuyến bay từ kuala lumpur đến đà_nẵng,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay nào đi từ sofia đến barcelona với điểm dừng ở frankfurt am main,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name,flight
cho tôi biết các chuyến bay từ hà_nội đến cần_thơ,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
vui_lòng cho tôi biết các chuyến bay jetstar đến thành_phố hồ_chí_minh,O O O O O O O B-airline_name O B-toloc.city_name I-toloc.city_name,flight
vui_lòng cho tôi biết lịch_trình các chuyến bay tôi muốn bay từ hà_nội đến đà_nẵng vào buổi sáng trước 8 giờ,O O O O B-flight_time O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight_time
chuyến bay sớm nhất nào đi từ cần_thơ đến hà_nội vào thứ năm,O O B-flight_mod I-flight_mod O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
giá vé một_chiều thấp nhất từ hạ_long đến huế là bao_nhiêu,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O,airfare
loại máy_bay nào bay từ hà_nội đến thành_phố hồ_chí_minh vào ngày 27 tháng 8,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,aircraft
có những chuyến bay nào từ pleiku đến thanh_hoá vào tối mai có phục_vụ bữa tối,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.today_relative O O B-meal_description I-meal_description,flight
vào ngày mùng bốn tháng năm từ hạ_long đến huế trên chuyến jetstar 257,O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O O B-airline_name B-flight_number,flight
liệt_kê tất_cả các chuyến bay đi từ hà_nội đến maldives trước 5 giờ sáng thứ năm,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.day_name I-depart_date.day_name,flight
giá vé rẻ nhất mà tôi có_thể có giữa cam_ranh và thành_phố hồ_chí_minh là bao_nhiêu,O O B-cost_relative I-cost_relative O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,airfare
lịch_trình của các loại phương_tiện giao_thông đường_bộ từ sân_bay ở thành_phố vinh vào trung_tâm thành_phố,B-flight_time O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O O,ground_service
có những chuyến bay buổi chiều nào còn trống từ hạ_long đến thành_phố hồ_chí_minh,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
thời_gian quá_cảnh tối_thiểu ở sân_bay quốc_tế đà_nẵng,O O O O B-airport_name I-airport_name I-airport_name,flight_time
cho tôi biết các chuyến bay đến thành_phố hồ_chí_minh từ seoul tạm dừng ở hà_nội,O O O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O O O B-stoploc.city_name,flight
tôi muốn đặt một chuyến bay hạng nhất của vietjet từ chu lai đến phú_quốc vào ngày 24 tháng 2,O O O O O O B-class_type I-class_type O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
tôi cần dành nhiều thời_gian trong ngày ở hạ_long hãy tìm cho tôi một chuyến bay sớm từ hà_nội và chuyến bay muộn nhất có_thể trở về từ hạ_long,O O O O O O O O B-toloc.city_name O O O O O O O B-flight_mod O B-fromloc.city_name O O O B-flight_mod I-flight_mod O O O O B-fromloc.city_name,flight
cho tôi biết các chuyến bay một_chiều rẻ nhất từ thanh_hoá đến đà_lạt rời thanh_hoá từ khoảng giữa trưa đến 2 giờ chiều,O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time,flight
từ thành_phố hồ_chí_minh đến cam_ranh vào thứ_bảy,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,flight
"tôi cần đưa mười người từ huế đến hải_phòng , vui_lòng cho tôi biết các chuyến bay trong tuần",O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-flight_mod I-flight_mod,flight
tôi có_thể có các chuyến bay từ quy nhơn đến vinh không,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,flight
tôi cần một chuyến bay từ mumbai đến hà_nội nối chuyến ở sài_gòn và chuyến bay có phục_vụ bữa trưa,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O O O O O B-meal_description I-meal_description,flight
vé máy_bay jetstar đi từ đà_lạt đến đà_nẵng có giá bao_nhiêu,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O O O,airfare
các chuyến bay buổi sáng từ vinh đến đà_lạt của hãng hàng_không jetstar,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name,flight
tôi cần thông_tin giá vé từ huế đến buôn_ma_thuột,O O O O O O B-fromloc.city_name O B-toloc.city_name,airfare
cho tôi biết tất_cả các chuyến bay giữa thành_phố hồ_chí_minh và thành_phố vinh trong ngày 15 tháng 9,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
phương_tiện giao_thông đường_bộ sẵn có ở fort worth texas,O O O O O O B-city_name I-city_name B-state_name,ground_service
có những chuyến bay nào giữa washington dc và thành_phố hồ_chí_minh sau 6 giờ chiều vào thứ tư,O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name I-depart_date.day_name,flight
có chuyến bay nào từ hà_nội đến thành_phố hồ_chí_minh có điểm dừng ở đà_lạt không,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O,flight
sân_bay quốc_tế leonardo da vinci cách rome bao_xa,B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O,distance
vâng tôi muốn tìm những chuyến bay nào còn chỗ từ cần_thơ đến hà_nội vào sáng ngày mùng bảy tháng bảy,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
tôi muốn có một chuyến bay của jetstar từ rome đến beijing với một điểm dừng ở copenhagen,O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,flight
liệt_kê tất_cả các chuyến bay đến sân_bay quốc_tế cam_ranh từ các thành_phố khác nhau,O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O O O,flight
liệt_kê tất_cả các lần cất_cánh và hạ_cánh tại sân_bay quốc_tế phù_cát,O O O O O O O O B-airport_name I-airport_name I-airport_name,flight
jetstar có bao_nhiêu chuyến bay hạng nhất hôm_nay,B-airline_name O O O O B-class_type I-class_type B-depart_date.today_relative,quantity
cho tôi biết tất_cả các chuyến bay từ huế và tất_cả các chuyến bay từ phú_quốc đến đà_nẵng vào khoảng giữa trưa,O O O O O O O O B-fromloc.city_name O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
vietnam airlines có cung_cấp chuyến bay hạng nhất nào từ vinh đến đà_lạt không,B-airline_name I-airline_name O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,flight
"tôi muốn tìm một chuyến bay đi từ rome đến thượng hải , tôi muốn dừng ở hongkong và tôi muốn một chuyến bay phục_vụ bữa sáng",O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name O O O O O O O B-meal_description I-meal_description,flight
có chuyến bay nào của hãng hàng_không jetstar pacific từ hà_nội đến huế không,O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,flight
"tôi cần bay từ nashville đến tacoma sớm nhất có_thể vào buổi sáng , có chuyến bay nào không ?",O O O O B-fromloc.city_name O B-toloc.city_name B-flight_mod I-flight_mod O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O O O O,flight
chuyến bay sẽ xuất_phát từ hà_nội,O O O O O B-fromloc.city_name,flight
giải_thích mã giá vé qx,O O O O B-fare_basis_code,abbreviation
những chuyến bay nào đi từ seattle đến boston mà nối chuyến qua minneapolis,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,flight
phương_tiện giao_thông đường_bộ ở buôn_ma_thuột như_thế_nào ?,O O O O B-city_name O O,ground_service
bạn có_thể cho tôi xin thông_tin về các chuyến bay của hãng hàng_không jetstar từ washington dc đến thành_phố vinh được không ? cho tôi chuyến sớm nhất có_thể vào buổi sáng,O O O O O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O O O B-flight_mod I-flight_mod O O B-depart_time.period_of_day I-depart_time.period_of_day,flight
tôi muốn bay từ thành_phố hà_nội đến istanbul và tạm dừng ở doha,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,flight
cho tôi xin giá vé khứ_hồi từ huế đến cần_thơ,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name,airfare
các chuyến bay buổi chiều từ hạ_long đến đà_nẵng,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn biết thông_tin về vé máy_bay khứ_hồi rẻ nhất từ buôn_ma_thuột đến hà_nội,O O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,airfare
cách nào rẻ nhất để bay từ pleiku đến thành_phố thanh_hoá,O O B-cost_relative I-cost_relative O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
ewr là gì,B-airport_code O O,abbreviation
cho tôi biết các loại phương_tiện giao_thông đường_bộ ở washington dc,O O O O O O O O O B-city_name B-state_code,ground_service
cho tôi biết tên viết tắt của các hãng hàng_không,O O O O O O O O O O,abbreviation
tất_cả các chuyến bay từ đà_nẵng đến thành_phố hồ_chí_minh,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
những chuyến bay nào của jetstar bay đến siem reap,O O O O O B-airline_name O O B-toloc.city_name I-toloc.city_name,flight
chuyến bay từ cần_thơ đến pleiku thứ_bảy mà có phục_vụ bữa ăn,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name O O O B-meal I-meal,flight
hiển_thị tất_cả các chuyến bay vào buổi sáng thứ ba từ buôn_ma_thuột đến huế,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
vui_lòng cho tôi biết tất_cả các chuyến bay từ cam_ranh khánh_hoà đến hạ_long quảng_ninh,O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name,flight
thành_phố hồ_chí_minh đến quy nhơn vào thứ tư,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
bạn có_thể cho tôi biết chuyến bay sớm nhất đi giữa hạ_long và huế và phục_vụ bữa ăn là chuyến bay nào không,O O O O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal I-meal O O O O O,flight
giá vé khứ_hồi hạng nhất từ hà_nội đến thành_phố hồ_chí_minh là bao_nhiêu,O O B-round_trip B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,airfare
"cảm_ơn bạn đã thông_tin , bây_giờ tôi muốn đặt một chuyến bay từ pleiku đến hà_nội vào tối ngày 16 tháng tư lúc khoảng 9 giờ",O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
cho tôi biết tất_cả các chuyến bay đến đà_nẵng vào buổi tối,O O O O O O O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
các chuyến bay buổi chiều từ hà_nội đến thành_phố hồ_chí_minh khởi_hành vào buổi chiều,O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day,flight
cho tôi chuyến bay đầu_tiên đến huế từ quy nhơn,O O O O B-flight_mod O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name,flight
sa có nghĩa là gì,B-days_code O O O O,abbreviation
các chuyến bay từ hà_nội đến buôn_ma_thuột,O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ sân_bay cần_thơ đến tất_cả các sân_bay khác,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O,flight
giao_thông đường_bộ ở đà_lạt như_thế_nào,O O O B-city_name O,ground_service
tôi cần bay từ huế đến thành_phố hồ_chí_minh vào thứ ba,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay và giá vé từ hà_nội đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,airfare#flight
tôi cần thông_tin của chuyến bay từ huế đến thành_phố hồ_chí_minh vào thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
có những chuyến bay nào từ chu lai đến phú_quốc trên đường_hàng không của vietjet hạ_cánh ở phú_quốc trước 4 giờ chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-airline_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
mô_tả giao_thông đường_bộ ở stockholm,O O O O B-city_name,ground_service
tôi muốn chuyến bay đầu_tiên từ đà_lạt tới thanh_hoá vào ngày mùng một tháng ba và chuyến bay cuối_cùng từ thanh_hoá trở_lại đà_lạt cũng vào ngày mùng 1 tháng 3,O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
bạn có_thể giúp tôi tìm các thông_tin về phương_tiện giao_thông đường_bộ mà tôi có_thể sử_dụng để đi từ sân_bay ở thành_phố vinh đến trung_tâm thành_phố vinh được không,O O O O O O O O O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O,ground_service
tôi muốn có một_số thông_tin về giá vé từ đà_nẵng đến maldives với điểm dừng tại hà_nội,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,airfare
tôi muốn xem các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
hiển_thị cho tôi biết tất_cả các chuyến bay từ đà_lạt đến côn_đảo vào thứ hai khởi_hành sau 8 giờ tối,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
các chuyến bay từ hạ_long đến đà_nẵng sẽ đến đà_nẵng lúc 7 giờ tối,O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
các chuyến bay từ quy nhơn đến đà_lạt khởi_hành sau 7h18 sáng,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
từ hà_nội đến đến huế vào sáng thứ năm,O B-fromloc.city_name O O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
giá vé khứ_hồi thấp nhất từ đà_lạt đến bất_kỳ thành_phố nào,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O O O O,airfare
tôi muốn đặt một chuyến bay từ huế đến buôn_ma_thuột vào ngày mười_lăm tháng bảy tôi muốn đó là chuyến bay rẻ nhất,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O O O B-cost_relative I-cost_relative,flight
tôi muốn một vé giá rẻ từ huế đến hạ_long,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay hạng hai của vna từ hải_phòng đến cần_thơ,O O O B-class_type I-class_type O B-airline_code O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay liên_tục từ seattle đến hà_nội,O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name,flight
giá vé khứ_hồi cho các chuyến bay từ thành_phố vinh đến tuy_hoà đến sau 17h00 trên jetstar là bao_nhiêu,O O B-round_trip O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time O B-airline_name O O,airfare
ua là gì,B-airline_code O O,abbreviation
loại thiết_bị nào được sử_dụng trên chuyến bay delta rời san francisco lúc 2h25 chiều đến philadelphia lúc 11h58 chiều,O O O O O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time O B-toloc.city_name O B-arrive_time.time I-arrive_time.time,flight
tất_cả các chuyến bay từ thành_phố vinh đến tuy_hoà,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
hãng hàng_không nào bay từ vdo đến đà_lạt,O O O O O B-fromloc.airport_code O B-toloc.city_name,airline
các chuyến bay từ tuy_hoà đến hạ_long,O O O O B-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ đà_lạt đến hà_nội khởi_hành trước 10 giờ sáng không,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O,flight
chuyến bay sớm nhất rời hà_nội và đến new orleans vào ngày mùng 7 tháng 11,O O B-flight_mod I-flight_mod O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-arrive_date.day_number I-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
giá vé máy_bay rẻ nhất giữa hà_nội và vũ hán là bao_nhiêu,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,airfare
tôi cần biết thông_tin về các chuyến bay rời đà_lạt vào tối thứ_ba và quay lại hạ_long,O O O O O O O O O B-fromloc.city_name O B-depart_time.period_of_day B-depart_date.day_name O O O B-toloc.city_name,flight
